
May 28, 2018 11:25:39.15 NEW SESSION
May 28, 2018 11:25:39.15 [8340:7756:0528/112539.140:ERROR:in_progress_cache_impl.cc(93)] Could not read download entries from file because there was a read failure.
Jun 04, 2018 22:04:25.47 [Child 8144, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 04, 2018 22:09:45.44 IPDL protocol error: Handler returned error code!
Jun 04, 2018 22:09:45.44 
Jun 04, 2018 22:09:45.45 ###!!! [Parent][DispatchAsyncMessage] Error: PAPZCTreeManager::Msg_SetTargetAPZC Processing error: message was deserialized, but the handler returned false (indicating failure)
Jun 04, 2018 22:09:45.46 
Jun 04, 2018 22:09:55.07 IPDL protocol error: Handler returned error code!
Jun 04, 2018 22:09:55.08 
Jun 04, 2018 22:09:55.09 ###!!! [Parent][DispatchAsyncMessage] Error: PAPZCTreeManager::Msg_SetTargetAPZC Processing error: message was deserialized, but the handler returned false (indicating failure)
Jun 04, 2018 22:09:55.10 
Jun 04, 2018 22:16:31.71 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 04, 2018 22:17:33.50 ??????????p: T??????????p: T??????????p: T[Parent 9700, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 04, 2018 22:17:33.52 [Child 4912, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 04, 2018 22:17:38.34 [Child 4912, Chrome_ChiUnable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 05, 2018 12:32:24.44 ??????????p: T??????????p: T??????????p: T[Parent 9700, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 05, 2018 12:32:24.60 [Child 2448, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 05, 2018 12:32:58.90 [Child 2448, Chrome_ChildThread] WARNING: pipe errUnable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 05, 2018 12:33:01.58 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 05, 2018 12:36:07.31 [Parent 9700, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 05, 2018 12:36:07.51 [Child 15504, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 05, 2018 12:36:20.24 [Child 15504, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/s??????????p: T??????????p: T??????????p: TUnable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 05, 2018 12:56:39.95 [Parent 9700, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 05, 2018 12:56:40.10 [Child 15736, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 05, 2018 12:56:40.78 [Child 15736, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/comm[Parent 9700, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 05, 2018 12:56:40.80 [Child 17336, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 05, 2018 12:56:46.90 [Child 17336, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/b[Parent 9700, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 05, 2018 12:56:46.92 [Parent 9700, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 05, 2018 12:56:46.93 [Child 7000, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 05, 2018 12:56:46.94 [Child 7000, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc[Child 8364, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 05, 2018 12:56:46.95 [Child 8364, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/c[Child 9400, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 05, 2018 12:56:48.50 
Jun 05, 2018 12:56:48.51 ###!!! [Child][MessageChannel::SendAndWait] Error: Channel error: cannot send/recv
Jun 05, 2018 12:56:48.51 

Jun 07, 2018 08:12:47.94 NEW SESSION
Jun 07, 2018 08:12:47.94 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 07, 2018 08:12:48.29 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 07, 2018 08:12:48.94 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 07, 2018 08:12:49.34 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 07, 2018 08:12:50.46 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 07, 2018 08:13:17.98 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 07, 2018 08:13:27.96 [Parent 10684, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 07, 2018 08:13:27.97 [Parent 10684, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 07, 2018 08:13:27.98 [Child 7216, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 07, 2018 08:13:27.99 [Child 7216, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 07, 2018 08:13:28.00 [Child 18656, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 07, 2018 08:13:28.01 [Child 18656, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 07, 2018 08:13:28.02 [Parent 10684, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 07, 2018 08:13:28.03 [Parent 10684, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 07, 2018 08:13:28.04 [Child 23716, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 07, 2018 08:13:28.16 [Child 23716, Chrome_ChildT
Jun 07, 2018 08:13:28.17 ###!!! [Parent][RunMessage] Error: Channel closing: too late to send/recv, messages will be lost
Jun 07, 2018 08:13:28.17 
Jun 07, 2018 08:13:28.92 
Jun 07, 2018 08:13:28.93 ###!!! [Child][MessageChannel::SendAndWait] Error: Channel error: cannot send/recv
Jun 07, 2018 08:13:28.94 
Jun 07, 2018 08:13:34.20 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 07, 2018 08:13:34.35 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 07, 2018 08:13:34.68 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 07, 2018 08:13:34.74 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 07, 2018 08:13:35.75 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 07, 2018 08:18:36.22 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 07, 2018 08:36:29.21 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 07, 2018 08:39:21.33 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 07, 2018 09:00:10.76 [Parent 23848, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 07, 2018 09:00:10.77 [Child 15228, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 07, 2018 09:00:10.78 [Child 15228, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 07, 2018 09:18:36.26 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 07, 2018 09:19:38.81 [Parent 23848, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 07, 2018 09:19:38.83 [Child 11740, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 07, 2018 09:39:47.69 [Child 11740, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 07, 2018 09:45:40.15 [Parent 23848, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 07, 2018 09:45:40.17 [Child 24140, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 07, 2018 09:58:32.96 [Child 24140, Chrome_ChildTh[Parent 23848, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 07, 2018 09:58:32.97 [Parent 23848, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 07, 2018 09:58:32.99 [Child 24672, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 07, 2018 09:58:33.01 [Child 29700, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 07, 2018 09:58:33.01 [Parent 23848, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 07, 2018 09:58:33.44 
Jun 07, 2018 09:58:33.46 ###!!! [Child][MessageChannel::SendAndWait] Error: Channel error: cannot send/recv
Jun 07, 2018 09:58:33.47 

Jun 09, 2018 20:24:18.59 NEW SESSION
Jun 09, 2018 20:24:18.59 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 09, 2018 20:24:19.33 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 09, 2018 20:24:21.35 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 09, 2018 20:24:21.63 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 09, 2018 20:24:22.55 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 09, 2018 20:25:37.01 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 09, 2018 20:29:24.16 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 09, 2018 20:30:26.95 ??????????p: T??????????p: T[Parent 8744, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 09, 2018 20:30:26.97 [Child 6512, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346

Jun 09, 2018 20:49:06.31 NEW SESSION
Jun 09, 2018 20:49:06.31 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 09, 2018 20:49:06.47 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 09, 2018 20:49:06.85 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 09, 2018 20:49:06.94 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 09, 2018 20:49:07.87 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath

Jun 11, 2018 17:33:50.07 NEW SESSION
Jun 11, 2018 17:33:50.07 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 11, 2018 17:33:50.32 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 11, 2018 17:33:50.81 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 11, 2018 17:33:50.92 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 11, 2018 17:33:51.78 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 11, 2018 17:36:14.87 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 11, 2018 17:36:24.31 [Parent 45740, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 17:36:24.33 [Child 41608, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 17:36:24.35 [Child 41608, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 17:38:59.62 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 11, 2018 17:41:03.41 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 11, 2018 17:54:57.57 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 11, 2018 18:00:05.26 [Child 2288, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 18:03:52.06 [Child 2288, Chrome_ChildThUnable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 11, 2018 18:05:09.59 [Parent 45740, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 18:05:09.60 [Child 5364, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 18:13:52.27 [Child 5364, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.ccUnable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 11, 2018 18:15:00.53 ??????????p: T??????????p: T??????????p: T[Child 39032, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 18:17:11.64 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 11, 2018 18:17:46.82 [Parent 45740, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 18:17:46.86 [Child 35004, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 18:17:46.88 [Child 35004, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 18:18:12.74 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 11, 2018 18:27:10.99 [Child 37916, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 18:27:15.44 [Child 37916, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chro[Parent 45740, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 18:27:15.45 [Child 28664, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 18:27:15.46 [Child 28664, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 18:27:17.23 [Parent 45740, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 18:27:17.25 [Child 13144, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 19:03:10.69 [Child 13144, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 11, 2018 19:03:12.39 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 11, 2018 19:03:52.73 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 11, 2018 19:04:57.46 [Parent 45740, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 19:04:57.48 [Child 35216, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 19:05:16.30 [Child 35216, Chrome_ChildThread] WARNING: pipe error: 109:[Parent 45740, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 19:05:16.33 [Child 24424, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 19:14:51.37 [Child 24424, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/sUnable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 11, 2018 19:20:16.12 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 11, 2018 19:30:54.87 [Parent 45740, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 19:30:54.90 [Child 40552, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 19:30:55.72 [Child 40552, Chrome_ChildThread] WARNING[Child 41236, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 19:32:05.26 [Child 41236, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipcUnable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 11, 2018 19:32:06.52 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 11, 2018 19:37:31.90 [Child 48948, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 19:37:35.56 [Parent 45740, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 19:37:35.58 [Child 13692, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 22:03:37.98 [Child 13692, Chrome_ChildThread] WARNING: pipe error: 109: file z:/b[Child 12324, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 22:04:54.51 [Child 12324, Chrome_ChildThread] WARNING: pipe error: 109: file z:/buiUnable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 11, 2018 22:04:55.93 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 11, 2018 22:06:53.48 [Parent 45740, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 22:06:53.50 [Child 1892, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 22:07:41.92 [Child 1892, Chrome_ChildThread] WARNIUnable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 11, 2018 22:13:18.01 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 11, 2018 22:14:21.40 ??????????p: T[Child 23472, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 22:14:21.43 [Child 23472, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 22:26:09.98 [Parent 45740, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 22:26:10.09 [Parent 45740, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 22:26:10.10 [Parent 45740, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 22:26:10.11 [Child 5012, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 22:26:10.12 [Child 5012, Chrome_ChildThread] WARNI[Child 47240, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 22:26:10.13 [Child 47240, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/b[Parent 45740, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 22:26:10.13 [Child 38200, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 22:26:10.14 [Child 8380, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 11, 2018 22:26:10.15 
Jun 11, 2018 22:26:10.16 ###!!! [Parent][RunMessage] Error: Channel closing: too late to send/recv, messages will be lost
Jun 11, 2018 22:26:10.17 
Jun 11, 2018 22:26:10.52 
Jun 11, 2018 22:26:10.53 ###!!! [Child][MessageChannel::SendAndWait] Error: Channel error: cannot send/recv
Jun 11, 2018 22:26:10.54 

Jun 13, 2018 21:11:53.90 NEW SESSION
Jun 13, 2018 21:11:53.90 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 13, 2018 21:11:54.23 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 13, 2018 21:11:55.29 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 13, 2018 21:11:55.53 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 13, 2018 21:11:57.24 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 13, 2018 21:47:34.77 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 14, 2018 08:39:53.12 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 14, 2018 08:40:57.48 Unable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 14, 2018 08:41:00.37 [Parent 8936, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 08:41:00.38 [Child 3496, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 09:07:54.27 [Child 3496, Chrome_ChildThread] WARNUnable to read VR Path Registry from C:\Users\Koffi\AppData\Local\openvr\openvrpaths.vrpath
Jun 14, 2018 09:07:55.85 [Parent 8936, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 09:07:55.86 [Child 4556, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
Jun 14, 2018 09:25:08.21 [Child 4556, Chrome_ChildThread] WARNING: pipe error: 109: file z:/bu[Parent 8936, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 346
